,Tweet Id,user,location,Tweets
238,1403540980708483076,Abhishe53923121,"Surat, India","Climate change, pollution, overfishing and habitat destruction threaten the health of the ocean and the blue economy. On #WorldOceanDay, we explore the ideas and solutions that could accelerate the shift towards a sustainable ocean economy: https://t.co/bPaV685sdv"
239,1403534287790436361,Blue_Frontier,"Richmond, CA","In honor of #WorldOceanDay, we proudly present the finished compilation of words from all of you – those who love the ocean – in this World Ocean Day Word Cloud. Waves of thanks to everyone for participating and remember: World Ocean Day is every day!🌊 https://t.co/xLMYhCe67u"
240,1403526933967556613,asmiatimalik,"Jakarta Pusat, DKI Jakarta","Climate change, pollution, overfishing and habitat destruction threaten the health of the ocean and the blue economy. On #WorldOceanDay, we explore the ideas and solutions that could accelerate the shift towards a sustainable ocean economy: https://t.co/bPaV685sdv"
241,1403526610154770436,mzulficar,,"Climate change, pollution, overfishing and habitat destruction threaten the health of the ocean and the blue economy. On #WorldOceanDay, we explore the ideas and solutions that could accelerate the shift towards a sustainable ocean economy: https://t.co/bPaV685sdv"
242,1403523494986403840,KhandishJ,,"Climate change, pollution, overfishing and habitat destruction threaten the health of the ocean and the blue economy. On #WorldOceanDay, we explore the ideas and solutions that could accelerate the shift towards a sustainable ocean economy: https://t.co/bPaV685sdv"
243,1403513005183209476,ecobearwitness,"New York, USA","Into the blue: Celebrating healthy oceans: Deutsche Welle https://t.co/J40LHAARE5

MORE w/ EcoSearch: https://t.co/78S3QZ1RNp"
244,1403504525164515331,lynn_valepixi,"Salem, OR","It's World Oceans Day!

Our oceans are vast and awe-inspiring, but they face multiple threats, from destructive fishing to the climate crisis.

Join the movement calling for a strong Global Ocean Treaty to protect the oceans and all that depend on them &gt;&gt; https://t.co/QLBV3WozOg https://t.co/3mB5NJkA4f"
245,1403500228217425923,ZedoAbdulla,,"Climate change, pollution, overfishing and habitat destruction threaten the health of the ocean and the blue economy. On #WorldOceanDay, we explore the ideas and solutions that could accelerate the shift towards a sustainable ocean economy: https://t.co/bPaV685sdv"
246,1403496707833294851,iamjonrae2002,"Panglao, Central Visayas","Climate change, pollution, overfishing and habitat destruction threaten the health of the ocean and the blue economy. On #WorldOceanDay, we explore the ideas and solutions that could accelerate the shift towards a sustainable ocean economy: https://t.co/bPaV685sdv"
247,1403495155039154179,jerseygirl137,,"June 8th is World Ocean Day! Celebrate with @gosiliproducts' one day sale, BOGO50! By 2050, there will be more plastic in the oceans than there are fish. That’s why we are on a mission to reuse, waste less and clean up our oceans! https://t.co/ac3isHO7oA https://t.co/q394oBBhO9"
248,1403474556170366977,dwatchnews_afr,Subsaharan Africa,"It's World Oceans Day!

Our oceans are vast and awe-inspiring, but they face multiple threats, from destructive fishing to the climate crisis.

Join the movement calling for a strong Global Ocean Treaty to protect the oceans and all that depend on them &gt;&gt; https://t.co/QLBV3WozOg https://t.co/3mB5NJkA4f"
249,1403468994854670339,Larescoe,,"June 8th is World Ocean Day! Celebrate with @gosiliproducts' one day sale, BOGO50! By 2050, there will be more plastic in the oceans than there are fish. That’s why we are on a mission to reuse, waste less and clean up our oceans! https://t.co/ac3isHO7oA https://t.co/q394oBBhO9"
250,1403468710547890177,2AnimalsUnited,"New York, NY","Finally! The first line of recycling bins made of 100% ocean plastics. The 65-gallon bins use 3.5 pounds of plastic taken from the ocean. That is equal to 3,000 single-use straws per container.

#WorldOceansWeek #WorldOceansWeek2021 #SayNoToPlastics

https://t.co/XvpqrF4TtX"
251,1403464560103804928,OceanRiverInst,"Cambridge, MA",Ocean Based Climate Solutions Act has been building momentum since the Ocean Climate Action Capitol Hill Day. More than 300 people from 31 states met with 107 House members and 33 Senators and their staff. Help rising constituencies by signing our letter. https://t.co/gAv3zeXBkA https://t.co/uvc98Otrb0
252,1403439676678103041,mraju92,"Michigan, USA","Every day, huge amounts of plastic waste end up in the world's ocean. Last year, @SAP announced our vision for a plastic-free ocean by 2030. With our portfolio of #sustainability solutions, we want to turn this commitment for a cleaner planet into reality. #WorldOceanDay https://t.co/MQjEkyZgcX"
253,1403433078094184449,MowaisNiazi1,Liyari,"Climate change, pollution, overfishing and habitat destruction threaten the health of the ocean and the blue economy. On #WorldOceanDay, we explore the ideas and solutions that could accelerate the shift towards a sustainable ocean economy: https://t.co/bPaV685sdv"
254,1403427811910578176,suckerplayerX,"España, Manila","Climate change, pollution, overfishing and habitat destruction threaten the health of the ocean and the blue economy. On #WorldOceanDay, we explore the ideas and solutions that could accelerate the shift towards a sustainable ocean economy: https://t.co/bPaV685sdv"
255,1403427550458793988,CleanOcean,"Sandy Hook, New Jersey","In honor of #WorldOceanDay, we proudly present the finished compilation of words from all of you – those who love the ocean – in this World Ocean Day Word Cloud. Waves of thanks to everyone for participating and remember: World Ocean Day is every day!🌊 https://t.co/xLMYhCe67u"
256,1403427444082814976,104dbabes,Colorado,"In celebration of World Oceans Day, we’ve partnered up with @Clearbothk to redefine ocean clean-up with a fully automated robot that detects and collects marine plastic waste. Learn about our commitment to sustainability here: https://t.co/alUb5dTr4J

#GoGreenWithRazer https://t.co/G1XKqKYevK"
257,1403422383986286592,Rockjohnnow,San Diego/L.A.,Today June 8th is World Ocean Day 2021. Pick up your trash and plastic and Don’t Pollute Our Oceans 50% of the Earth’s Oxygen come from the Oceans. https://t.co/I6flqQA9ih
258,1403399333991444480,rafah_riza,,"Climate change, pollution, overfishing and habitat destruction threaten the health of the ocean and the blue economy. On #WorldOceanDay, we explore the ideas and solutions that could accelerate the shift towards a sustainable ocean economy: https://t.co/bPaV685sdv"
259,1403384738899972099,beauchamp_david,"Montréal, Québec","Yikes! By 2050, experts estimate there will be more plastic in the ocean than fish. Want to do your part to help? Marine biologist Laura Riavitz shares 10 tips. https://t.co/X76ysv4DFc #WorldOceanDay #LenovoInnovators #WeAreLenovo"
260,1403380977506820099,SCBMarine,,"1. Existence of plants/animals
2. Seafood
3. Climate control
4. Renewable energy
5. O2 production/CO2 storage

Top-5 benefits of marine environment according to residents in England &amp; Wales.

NEW DATA from @DefraGovUK's #OceanLiteracy survey.

https://t.co/jVw1ClQdAB

#MarSocSci https://t.co/Iv3gRSAUzs"
261,1403350219589308421,GabeWilke_8,"Dallas, TX","In celebration of World Oceans Day, we’ve partnered up with @Clearbothk to redefine ocean clean-up with a fully automated robot that detects and collects marine plastic waste. Learn about our commitment to sustainability here: https://t.co/alUb5dTr4J

#GoGreenWithRazer https://t.co/G1XKqKYevK"
262,1403349121755320320,Defenders_ocean,Pacific Ocean,"‘Today we produce around 300 million tonnes of #plasticwaste every year, and at least 10 million tonnes end up in our #ocean. That is the equivalent of a rubbish truck load every minute.’ Read more: https://t.co/rfiFkcMFLV via @Independent #oceanplastic #oceanrisk"
263,1403342800507265026,RingshallPS,"Ringshall, Stowmarket, Suffolk","In red class this week we having been learning about 'world ocean day (week) How we can look after our oceans and take care of all the creatures who live in it. The children had lots of ideas about recycling, using less plastic and helping to keep our beaches clean. https://t.co/x6S7ZBhqJH"
264,1403342737231933441,AmritBauri6,Bokaro ,"Its World Ocean Day today.
Lets end the waves of waste.
Lets beat plastic pollution!

#worldgreenline #WorldOceansDay #ClimateEmergency #OxygenBank #waragainstplastic #environment #Wgl #waragainstplastic https://t.co/26znZLjxbq"
265,1403335750796595202,oetitestservice,"Siebenhirtenstrasse12A,Objekt8","""If you want to understand climate, follow the water...if there is no ocean, there is no climate."" – Dr. Sylvia Earle.
Today is World Ocean Day, and TESTEX is supporting the #OceanClimateAction movement to protect at least 30% of our ocean by 2030. https://t.co/WUlRF5qvDG"
266,1403329457801342976,TheTecBox,"Bristol, United Kingdom","Every day, huge amounts of plastic waste end up in the world's ocean. Last year, @SAP announced our vision for a plastic-free ocean by 2030. With our portfolio of #sustainability solutions, we want to turn this commitment for a cleaner planet into reality. #WorldOceanDay https://t.co/MQjEkyZgcX"
267,1403326256310067208,bnsuep1,"Brooklyn, NY","In celebration of World Oceans Day, we’ve partnered up with @Clearbothk to redefine ocean clean-up with a fully automated robot that detects and collects marine plastic waste. Learn about our commitment to sustainability here: https://t.co/alUb5dTr4J

#GoGreenWithRazer https://t.co/G1XKqKYevK"
268,1403320998103982080,kajalCh46851274,,"Its World Ocean Day today.
Lets end the waves of waste.
Lets beat plastic pollution!

 https://t.co/sRwByOEm3r"
269,1403304199975280644,grbusinaro,,The planet’s greatest wonders are at risk. We need to act. https://t.co/LA9VEcgn4D
270,1403303880998412288,win_hq,United Kingdom,"💙 We want to say a massive thank you to our customers as you helped us raise a huge £494 for @whalesorg as part of @WorldOceansDay 💙

You can also still enter our plastic busting competition! #ocean #protectourplanet 

https://t.co/GubdgiMQS3 https://t.co/dg3mwM4KZW"
271,1403299562920554499,McBralee,"Bristol, UK",What role does the #ocean play in the world’s climate and why is it important to look after it? Find it out in our new article. https://t.co/l6lIB6whKl #worldoceansday
272,1403293875679248384,ethicalstore,Gateshead,"💙 We want to say a massive thank you to our customers as you helped us raise a huge £494 for @whalesorg as part of @WorldOceansDay 💙

You can also still enter our plastic busting competition! #ocean #protectourplanet 

https://t.co/GubdgiMQS3 https://t.co/dg3mwM4KZW"
273,1403275058718515202,Umesh99912664,,"Climate change, pollution, overfishing and habitat destruction threaten the health of the ocean and the blue economy. On #WorldOceanDay, we explore the ideas and solutions that could accelerate the shift towards a sustainable ocean economy: https://t.co/bPaV685sdv"
274,1403271953981579264,linfords1,,London aquarium creates ocean plastic exhibit to mark World Oceans Day https://t.co/h3T1Ag1CX5
275,1403264777967652866,Laraiba86986453,,"Climate change, pollution, overfishing and habitat destruction threaten the health of the ocean and the blue economy. On #WorldOceanDay, we explore the ideas and solutions that could accelerate the shift towards a sustainable ocean economy: https://t.co/bPaV685sdv"
276,1403263517906534404,Mohamme72752965,,"Climate change, pollution, overfishing and habitat destruction threaten the health of the ocean and the blue economy. On #WorldOceanDay, we explore the ideas and solutions that could accelerate the shift towards a sustainable ocean economy: https://t.co/bPaV685sdv"
277,1403261994380181505,drinksco_UK,Barcelona,"🧜‍♀️ Dive into the world of Mermaid Gin! 

🎁Hand-crafted on the Isle of Wight using ten ethically sourced botanicals and presented in beautiful plastic-free packaging, Mermaid gin makes a gorgeous gift. 👇

https://t.co/v8DHnwdDCf 

#WorldOceansDay #MermaidGin #IsleOfWight https://t.co/7kSpdfv6Ey"
278,1403258245989507072,MNatara85882651,,"#CoralTriangleDay is celebrated to raise awareness to conservation and protection of the ocean, especially on the #coraltriangle, which is considered as the world's epicentre of #marine diversity. On this day let's take a pledge to make plastic-free oceans and seas. https://t.co/7XI0B7YrFf"
279,1403257224730796032,DericandAnton,,"Climate change, pollution, overfishing and habitat destruction threaten the health of the ocean and the blue economy. On #WorldOceanDay, we explore the ideas and solutions that could accelerate the shift towards a sustainable ocean economy: https://t.co/bPaV685sdv"
280,1403250541472460800,LWWworkboats,UK,"We have over 200 vessels around the world, each doing their part cleaning up waterways preventing #plastic from entering the #ocean #WorldOceanDay 

Visit our website to find out more about our versatile workboats: https://t.co/u4qFT40VRF
•
#trashskimmer ##BeatPlasticPollution"
281,1403250423075639297,LWWworkboats,UK,"Happy World Oceans Day!
Our mission is to keep it clean and safe from marine litter and plastic pollution - we must conserve our ocean to save our own futures. 

Water Witch Waterway Maintenance Solutions are working to rid the planet's oceans of pollution
#WorldOceansDay https://t.co/NEcYIRyUkV"
282,1403243897799720960,EricJanssens01,"Dar es salaam, Tanzania","🇮🇪 is committed to addressing challenges of climate &amp; blue economy. We’re supporting @FisheriesTI achieve  transparency &amp; promotion of sustainable fisheries in Comoros, Cabo Verde, Mauritius, Sao Tome &amp; Principe. More on our efforts - https://t.co/Ud83zhEqPe #WorldOceansDay🐟🦀 https://t.co/yrEW2O9x4c"
283,1403240921198522370,Anindit35825434,,"Climate change, pollution, overfishing and habitat destruction threaten the health of the ocean and the blue economy. On #WorldOceanDay, we explore the ideas and solutions that could accelerate the shift towards a sustainable ocean economy: https://t.co/bPaV685sdv"
284,1403239295012409347,tareque67205059,,"Climate change, pollution, overfishing and habitat destruction threaten the health of the ocean and the blue economy. On #WorldOceanDay, we explore the ideas and solutions that could accelerate the shift towards a sustainable ocean economy: https://t.co/bPaV685sdv"
285,1403238415747928069,Hyginus39923117,,"Climate change, pollution, overfishing and habitat destruction threaten the health of the ocean and the blue economy. On #WorldOceanDay, we explore the ideas and solutions that could accelerate the shift towards a sustainable ocean economy: https://t.co/bPaV685sdv"
286,1403231495439851523,MagraiyaPrasad,INDIA BHOPAL MP,"Climate change, pollution, overfishing and habitat destruction threaten the health of the ocean and the blue economy. On #WorldOceanDay, we explore the ideas and solutions that could accelerate the shift towards a sustainable ocean economy: https://t.co/bPaV685sdv"
287,1403219300651962368,RAVIKAN64304653,Pondicherry,"#CoralTriangleDay is celebrated to raise awareness to conservation and protection of the ocean, especially on the #coraltriangle, which is considered as the world's epicentre of #marine diversity. On this day let's take a pledge to make plastic-free oceans and seas. https://t.co/7XI0B7YrFf"
288,1403217920218513415,lesleydick4,Sri Lanka,"Climate change, pollution, overfishing and habitat destruction threaten the health of the ocean and the blue economy. On #WorldOceanDay, we explore the ideas and solutions that could accelerate the shift towards a sustainable ocean economy: https://t.co/bPaV685sdv"
289,1403214867599749126,Chandan54578341,"Bihar, India","Climate change, pollution, overfishing and habitat destruction threaten the health of the ocean and the blue economy. On #WorldOceanDay, we explore the ideas and solutions that could accelerate the shift towards a sustainable ocean economy: https://t.co/bPaV685sdv"
290,1403212699371118593,PeriasamyS20,,"#CoralTriangleDay is celebrated to raise awareness to conservation and protection of the ocean, especially on the #coraltriangle, which is considered as the world's epicentre of #marine diversity. On this day let's take a pledge to make plastic-free oceans and seas. https://t.co/7XI0B7YrFf"
291,1403210597601263618,virginia_today,,"Climate change, pollution, overfishing and habitat destruction threaten the health of the ocean and the blue economy. On #WorldOceanDay, we explore the ideas and solutions that could accelerate the shift towards a sustainable ocean economy: https://t.co/bPaV685sdv"
292,1403208167832440837,MDSHADABRASHID2,Dhanbad  India,"Climate change, pollution, overfishing and habitat destruction threaten the health of the ocean and the blue economy. On #WorldOceanDay, we explore the ideas and solutions that could accelerate the shift towards a sustainable ocean economy: https://t.co/bPaV685sdv"
293,1403205559076020224,IdhayachanderR,AIP Chennai,"#CoralTriangleDay is celebrated to raise awareness to conservation and protection of the ocean, especially on the #coraltriangle, which is considered as the world's epicentre of #marine diversity. On this day let's take a pledge to make plastic-free oceans and seas. https://t.co/7XI0B7YrFf"
294,1403205028886683649,dkgautam007,"Ahmadabad City, India","Healthy Oceans = #OceanSustainability, but central to this is stopping widespread #Overfishing and #IllegalFishing, which is threatening highly biodiverse marine life around the world. 
https://t.co/UYfI37kB0p"
295,1403201520615759876,SecretGameAcc,,"In celebration of World Oceans Day, we’ve partnered up with @Clearbothk to redefine ocean clean-up with a fully automated robot that detects and collects marine plastic waste. Learn about our commitment to sustainability here: https://t.co/alUb5dTr4J

#GoGreenWithRazer https://t.co/G1XKqKYevK"
296,1403201403233898496,DrMehran0,,"Climate change, pollution, overfishing and habitat destruction threaten the health of the ocean and the blue economy. On #WorldOceanDay, we explore the ideas and solutions that could accelerate the shift towards a sustainable ocean economy: https://t.co/bPaV685sdv"
297,1403194836023341063,SakhebS,"Latur, India","Climate change, pollution, overfishing and habitat destruction threaten the health of the ocean and the blue economy. On #WorldOceanDay, we explore the ideas and solutions that could accelerate the shift towards a sustainable ocean economy: https://t.co/bPaV685sdv"
298,1403192748593664003,RohanKatare9,"Dhar, India","Climate change, pollution, overfishing and habitat destruction threaten the health of the ocean and the blue economy. On #WorldOceanDay, we explore the ideas and solutions that could accelerate the shift towards a sustainable ocean economy: https://t.co/bPaV685sdv"
299,1403187029538574337,kanishkmullapud,"Hyderabad, India","Its World Ocean Day today.
Lets end the waves of waste.
Lets beat plastic pollution!

 https://t.co/sRwByOEm3r"
300,1403176868988088321,LathaNandakuma6,,"#CoralTriangleDay is celebrated to raise awareness to conservation and protection of the ocean, especially on the #coraltriangle, which is considered as the world's epicentre of #marine diversity. On this day let's take a pledge to make plastic-free oceans and seas. https://t.co/7XI0B7YrFf"
301,1403173467646836739,LupieTeacher,"Charlotte, NC",The planet’s greatest wonders are at risk. We need to act. https://t.co/LA9VEcgn4D
302,1403165138882990083,roshin_paul151,Ernakulam India ,The planet’s greatest wonders are at risk. We need to act. https://t.co/LA9VEcgn4D
303,1403163240947798016,RonKeating5,,The planet’s greatest wonders are at risk. We need to act. https://t.co/LA9VEcgn4D
304,1403162804459216901,arunkn3,"Bhopal, India",The planet’s greatest wonders are at risk. We need to act. https://t.co/LA9VEcgn4D
305,1403158618430578695,VarshneyAnita,Hong Kong,"Every day, huge amounts of plastic waste end up in the world's ocean. Last year, @SAP announced our vision for a plastic-free ocean by 2030. With our portfolio of #sustainability solutions, we want to turn this commitment for a cleaner planet into reality. #WorldOceanDay https://t.co/MQjEkyZgcX"
306,1403156545488236546,InesdeChile,RM. Ñuñoa,The planet’s greatest wonders are at risk. We need to act. https://t.co/LA9VEcgn4D
307,1403156096022310915,AskDrShashank,Mumbai,"Climate change, pollution, overfishing and habitat destruction threaten the health of the ocean and the blue economy. On #WorldOceanDay, we explore the ideas and solutions that could accelerate the shift towards a sustainable ocean economy: https://t.co/bPaV685sdv"
308,1403156033900531714,IvanMOliveira7,"Rio de Janeiro, Brazil",The planet’s greatest wonders are at risk. We need to act. https://t.co/LA9VEcgn4D
309,1403155775166447616,mikaylmb,malapit lang,"Climate change, pollution, overfishing and habitat destruction threaten the health of the ocean and the blue economy. On #WorldOceanDay, we explore the ideas and solutions that could accelerate the shift towards a sustainable ocean economy: https://t.co/bPaV685sdv"
310,1403154857939193862,JaydeepTomar9,,"Climate change, pollution, overfishing and habitat destruction threaten the health of the ocean and the blue economy. On #WorldOceanDay, we explore the ideas and solutions that could accelerate the shift towards a sustainable ocean economy: https://t.co/bPaV685sdv"
311,1403152661436899336,JoyfulBluebird,"Pennsylvania, USA",The planet’s greatest wonders are at risk. We need to act. https://t.co/LA9VEcgn4D
312,1403152633079111681,EmmersonAyla,"Australia,victoria",The planet’s greatest wonders are at risk. We need to act. https://t.co/LA9VEcgn4D
313,1403151655848316930,HaarsmaY,"s-gravenhage, Nederland",The planet’s greatest wonders are at risk. We need to act. https://t.co/LA9VEcgn4D
314,1403150136088301575,poet_Ariel,"Salem, OR",The planet’s greatest wonders are at risk. We need to act. https://t.co/LA9VEcgn4D
315,1403149659535728647,jayoung1892,"Manchester, CT",The planet’s greatest wonders are at risk. We need to act. https://t.co/LA9VEcgn4D
316,1403148989910945792,69Sherred1313,ʙᴏʟɪᴠɪᴀ; ᴍᴜʟᴛɪғᴀɴᴅom,The planet’s greatest wonders are at risk. We need to act. https://t.co/LA9VEcgn4D
317,1403146151684100100,delarunwoman,"Toronto, Canada.",The planet’s greatest wonders are at risk. We need to act. https://t.co/LA9VEcgn4D
318,1403144842251673602,adnanalbanna,"Taiz, Yemen.","Climate change, pollution, overfishing and habitat destruction threaten the health of the ocean and the blue economy. On #WorldOceanDay, we explore the ideas and solutions that could accelerate the shift towards a sustainable ocean economy: https://t.co/bPaV685sdv"
319,1403144365271302145,vicbernadelli,,The planet’s greatest wonders are at risk. We need to act. https://t.co/LA9VEcgn4D
320,1403144330408349700,gabdavilla,Brasil,The planet’s greatest wonders are at risk. We need to act. https://t.co/LA9VEcgn4D
321,1403143947841585162,ClimateReality,"Washington, DC",The planet’s greatest wonders are at risk. We need to act. https://t.co/LA9VEcgn4D
322,1403128099730984962,cousincat,"Melbourne, Australia",World Ocean Day 2021: This is how climate change may alter 10 of the world's natural wonders. This list could go into the 1000’s if it was properly international - https://t.co/zozSp1aBaa
323,1403111691668307970,EmilyJaneHawkes,"London, England","The @metoffice Hadley Centre studies the world’s climate but do you know how this is influenced by the #ocean? 🌊 

In the run up to @G7 , we’ll be sharing examples of the role that the ocean plays in regulating our #climate 

#OceanDecade #GetClimateReady #WorldOceanDay"
324,1403108370316414980,dandidaffyhill,,"June 8th is World Ocean Day! Celebrate with @gosiliproducts' one day sale, BOGO50! By 2050, there will be more plastic in the oceans than there are fish. That’s why we are on a mission to reuse, waste less and clean up our oceans! https://t.co/ac3isHO7oA https://t.co/q394oBBhO9"
325,1403107129091833856,HabsRock3176,,"Don't forget to sign up to newsletter sign up in honor of World Oceans Week. We will fund the removal of one piece of plastic from our oceans, in partnership with our friends at Free the Ocean. https://t.co/7l91ZAiI2b https://t.co/I8lDhVu4IN"
326,1403105957169844226,NaturesLogic,"Lincoln, NE","Don't forget to sign up to newsletter sign up in honor of World Oceans Week. We will fund the removal of one piece of plastic from our oceans, in partnership with our friends at Free the Ocean. https://t.co/7l91ZAiI2b https://t.co/I8lDhVu4IN"
327,1403097709872095237,hcvanzee,Rijswijk,"#OmniFoods just launched its first #vegan fish and seafood range to coincide with World Oceans Day. As founder and CEO@GreenMondayDave says, “we cannot tackle climate change without taking care of the ocean.""
https://t.co/pbI7BAJxI4"
328,1403096361520795648,SustainableCon3,,What role does the #ocean play in the world’s climate and why is it important to look after it? Find it out in our new article. https://t.co/l6lIB6whKl #worldoceansday
329,1403090414161346566,EVS_YRDSB,,"Today is World Ocean Day! Celebrating today with @EVS_YRDSB grade 3’s with aquariums around the world learning about climate change, pollution and plastic! #seaturtles #sharks https://t.co/9xgc4ARJ1p"
330,1403081085680979968,ctodddavis,"Corvallis, OR","@ryanpeeler @mikedelgado See if you can get your ‘MerMade’ recycling bin. 
https://t.co/PQB3MBIhWt via @Forbes &amp; @CalRecycle"
331,1403080922321375236,EINPresswirePR,Washington DC,Former PM of Greece stresses GREEN Global Democracy praises San Francisco Climate Museum initiative on World Ocean Day https://t.co/41yyQOYDoW
332,1403079581561765890,OceanRiverInst,"Cambridge, MA",The seas are rising. The Ocean Based Climate Solutions Act is most urgent as I discovered when taking a swim in Greenland. Check out my Blog posting where I describe the motion that stirs the ocean + relay what narwhals tell of unexpected water expansion. https://t.co/gAv3zeXBkA https://t.co/qvt5utsRPi
333,1403074947967295492,7SEASjewelrycom,Maldives,"On World Oceans Day, we urge you to consider your impact of the oceans—the largest home for life on our planet and the blue heart of earth’s climate system.
.
The ocean is a mysterious, wonderful world full of things yet unseen. At MBARI, we are committe… https://t.co/gbFaLSXe8D https://t.co/b4Cxude8G2"
334,1403074697672105984,sustainCSUF,"Fullerton, CA",Los Angeles-based startup has created recycling bins made from plastic waste collected in oceans. Via @Forbes https://t.co/ql0zFEmU0e https://t.co/KHjSfj2clH
335,1403070884022132738,berniepeoples,"richmond,melbourne, australia","Its World Ocean Day today.
Lets end the waves of waste.
Lets beat plastic pollution!

 https://t.co/sRwByOEm3r"
336,1403068832772620291,AGRASSHOPER,Wurundjeri Land,"Its World Ocean Day today.
Lets end the waves of waste.
Lets beat plastic pollution!

 https://t.co/sRwByOEm3r"
337,1403066413183504390,IsabelLowther,,Wildlife caretakers at the Loggerhead Marinelife Center in Florida celebrated World Ocean Day by releasing a rehabilitated turtle named Parrothead back into the ocean. https://t.co/qd0K0cFPBp https://t.co/RIPTB54S0L
338,1403062915708731396,rachellsarnoff,"Los Angeles, CA","Curious about the impact of plastic — and what #fashion can do about it? Join me for a free discussion tomorrow in honor of #WorldOceansDay! https://t.co/aHp4xgRTe9

#activist #activism #plastic #endplasticpollution #breakfreefromplastic #plastickills #circulareconomy"
339,1403062090244542466,itsmejames02,Valenzuela City,"Healthy Oceans = #OceanSustainability, but central to this is stopping widespread #Overfishing and #IllegalFishing, which is threatening highly biodiverse marine life around the world. 
https://t.co/UYfI37kB0p"
340,1403061955540176897,Mel_Storni, USA  ,"Healthy Oceans = #OceanSustainability, but central to this is stopping widespread #Overfishing and #IllegalFishing, which is threatening highly biodiverse marine life around the world. 
https://t.co/UYfI37kB0p"
341,1403060645784821760,dw_environment,"Berlin, Germany","Healthy Oceans = #OceanSustainability, but central to this is stopping widespread #Overfishing and #IllegalFishing, which is threatening highly biodiverse marine life around the world. 
https://t.co/UYfI37kB0p"
342,1403059889044295680,NituSen20,"Kolkata, India","Climate change, pollution, overfishing and habitat destruction threaten the health of the ocean and the blue economy. On #WorldOceanDay, we explore the ideas and solutions that could accelerate the shift towards a sustainable ocean economy: https://t.co/bPaV685sdv"
343,1403047385979179009,positive_values,,"Climate change, pollution, overfishing and habitat destruction threaten the health of the ocean and the blue economy. On #WorldOceanDay, we explore the ideas and solutions that could accelerate the shift towards a sustainable ocean economy: https://t.co/bPaV685sdv"
344,1403045294812524544,EarthAccounting,"Los Angeles, CA",Startup launches new #recycling bins made of ocean #plastic to mark World Oceans Day https://t.co/qLxrXjSJwM
345,1403039652680982539,CryptoObserve15,,"In celebration of World Oceans Day, we’ve partnered up with @Clearbothk to redefine ocean clean-up with a fully automated robot that detects and collects marine plastic waste. Learn about our commitment to sustainability here: https://t.co/alUb5dTr4J

#GoGreenWithRazer https://t.co/G1XKqKYevK"
346,1403037217694441485,cshell202,"Spokane, Wa","June 8th is World Ocean Day! Celebrate with @gosiliproducts' one day sale, BOGO50! By 2050, there will be more plastic in the oceans than there are fish. That’s why we are on a mission to reuse, waste less and clean up our oceans! https://t.co/ac3isHO7oA https://t.co/q394oBBhO9"
347,1403033351523602432,JoaoL_Fernandes,World,"June 8, # World Ocean Day. From @LifeAdaptablues we value the importance of the ocean for #life and its role as a warehouse for #carbonoazul. Mangroves, marshes and seagrasses sequester carbon in the oceans, participating in the mitigation of #Climate Change.
@LIFEprogramme https://t.co/QdqdgzquOQ"
348,1403032987982258176,ECONYL,World,What role does the #ocean play in the world’s climate and why is it important to look after it? Find it out in our new article. https://t.co/l6lIB6whKl #worldoceansday
349,1403031216161398785,mkverma_npc,"Guwahati, India","#CoralTriangleDay is celebrated to raise awareness to conservation and protection of the ocean, especially on the #coraltriangle, which is considered as the world's epicentre of #marine diversity. On this day let's take a pledge to make plastic-free oceans and seas. https://t.co/7XI0B7YrFf"
350,1403030606347313160,Miaplusz,,"June 8th is World Ocean Day! Celebrate with @gosiliproducts' one day sale, BOGO50! By 2050, there will be more plastic in the oceans than there are fish. That’s why we are on a mission to reuse, waste less and clean up our oceans! https://t.co/ac3isHO7oA https://t.co/q394oBBhO9"
351,1403029986848739332,TeamSuluhuSamia,Zanzibar ,"Oceans bring so many benefits #ForPeopleForPlanet, from providing food for billions of people to regulating the climate.

Today’s #WorldOceansDay is an opportunity to raise ambition to protect and preserve the ocean. https://t.co/lGVSCQYij8"
352,1403029491052466179,SamarthKavoori,"Bengaluru, India","""We only have one earth. This is our home, and we need to protect it.” Meet Carmela, a young Filipina passionate abt protecting the world’s oceans. Learn how USAID &amp; partners are working to fight ocean plastic pollution in the Philippines: https://t.co/S48lyR8ebV 
#WorldOceanDay"
353,1403023464458461184,durgajibonam,,"#CoralTriangleDay is celebrated to raise awareness to conservation and protection of the ocean, especially on the #coraltriangle, which is considered as the world's epicentre of #marine diversity. On this day let's take a pledge to make plastic-free oceans and seas. https://t.co/7XI0B7YrFf"
354,1403021197714001921,elon_shark,Pacific,"In celebration of World Oceans Day, we’ve partnered up with @Clearbothk to redefine ocean clean-up with a fully automated robot that detects and collects marine plastic waste. Learn about our commitment to sustainability here: https://t.co/alUb5dTr4J

#GoGreenWithRazer https://t.co/G1XKqKYevK"
355,1403020898639265796,Cogs39,"England, United Kingdom","#2minutebeachclean to celebrate world ocean day! Had some helpers and collected the usual suspects of plastic bottles, fishing rope and lots of shoe soles which is a bit random. https://t.co/HchVHQlnsn"
356,1403020895015378946,CalRecycle,California,Los Angeles-based startup has created recycling bins made from plastic waste collected in oceans. Via @Forbes https://t.co/ql0zFEmU0e https://t.co/KHjSfj2clH
